Index,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
388,2023/06/04 1:28:19 PM GMT+5:417,46,Male,Few times a month,"Clothing and Fashion,Home and Kitchen",No,Few times a month,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,2,Product recommendations,Reducing packaging waste
389,2023/06/04 1:28:19 PM GMT+5:418,27,Male,Once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,1,No,5,1,Competitive prices,Customer service responsiveness
390,2023/06/04 1:28:19 PM GMT+5:419,25,Male,Few times a month,"Clothing and Fashion,Home and Kitchen",No,Few times a month,Filter,First page,2,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,Sometimes,3,1,Wide product selection,Product quality and accuracy
391,2023/06/04 1:28:19 PM GMT+5:420,43,Male,Once a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Sometimes,5,2,Wide product selection,Customer service responsiveness
392,2023/06/04 1:28:19 PM GMT+5:421,32,Prefer not to say,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion",Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,1,Yes,2,1,Competitive prices,Customer service responsiveness
393,2023/06/04 1:28:19 PM GMT+5:422,18,Male,Once a week,"Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,categories,Multiple pages,2,No,Often,others,Often,No,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
394,2023/06/04 1:28:19 PM GMT+5:423,45,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Few times a month,categories,First page,3,Maybe,Never,High shipping costs,Sometimes,No,Occasionally,No,3,No,2,3,Product recommendations,Reducing packaging waste
395,2023/06/04 1:28:19 PM GMT+5:424,25,Prefer not to say,Once a month,"Beauty and Personal Care,Clothing and Fashion,others",Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,No,Heavily,Yes,1,Yes,2,1,Product recommendations,Reducing packaging waste
396,2023/06/04 1:28:19 PM GMT+5:425,45,Male,Less than once a month,"Clothing and Fashion,Home and Kitchen",Sometimes,Few times a month,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,No,2,3,Product recommendations,Customer service responsiveness
397,2023/06/04 1:28:19 PM GMT+5:426,32,Female,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,2,No,3,2,Product recommendations,Customer service responsiveness
398,2023/06/04 1:28:19 PM GMT+5:427,42,Female,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a month,Keyword,Multiple pages,1,Maybe,Always,High shipping costs,Often,Yes,Moderately,Yes,1,No,2,2,Wide product selection,Customer service responsiveness
399,2023/06/04 1:28:19 PM GMT+5:428,35,Female,Multiple times a week,"Clothing and Fashion,Home and Kitchen",No,Few times a month,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,3,No,3,4,Product recommendations,Customer service responsiveness
400,2023/06/04 1:28:19 PM GMT+5:429,35,Female,Few times a month,"Groceries and Gourmet Food,Clothing and Fashion,Home and Kitchen,others",No,Few times a month,others,First page,4,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,4,3,Competitive prices,Customer service responsiveness
401,2023/06/04 1:28:19 PM GMT+5:430,52,Male,Multiple times a week,"Groceries and Gourmet Food,Beauty and Personal Care,others",Yes,Few times a week,Keyword,Multiple pages,2,Maybe,Always,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,1,1,User-friendly website or app interface,Shipping speed and reliability
402,2023/06/04 1:28:19 PM GMT+5:431,24,Female,Less than once a month,Home and Kitchen,No,Rarely,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,4,Yes,1,3,Competitive prices,Product quality and accuracy
403,2023/06/04 1:28:19 PM GMT+5:432,28,Female,Once a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Few times a week,Keyword,First page,2,Yes,Often,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,No,3,2,Wide product selection,Product quality and accuracy
404,2023/06/04 1:28:19 PM GMT+5:433,33,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Multiple times a day,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,2,2,User-friendly website or app interface,Product quality and accuracy
405,2023/06/04 1:28:19 PM GMT+5:434,23,Female,Less than once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Rarely,Keyword,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,Sometimes,5,5,Wide product selection,Product quality and accuracy
406,2023/06/04 1:28:19 PM GMT+5:435,21,Female,Less than once a month,"Beauty and Personal Care,Clothing and Fashion",Yes,Few times a month,Keyword,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,1,Yes,2,2,User-friendly website or app interface,Product quality and accuracy
407,2023/06/04 1:28:19 PM GMT+5:436,34,Female,Few times a month,Home and Kitchen,No,Few times a month,categories,First page,3,No,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,1,No,3,3,Product recommendations,Reducing packaging waste
408,2023/06/04 1:28:19 PM GMT+5:437,23,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,Sometimes,2,2,Competitive prices,Customer service responsiveness
409,2023/06/04 1:28:19 PM GMT+5:438,34,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Rarely,others,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,2,Sometimes,2,5,User-friendly website or app interface,Shipping speed and reliability
410,2023/06/04 1:28:19 PM GMT+5:439,34,Female,Once a week,Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Sometimes,2,2,Competitive prices,Reducing packaging waste
411,2023/06/04 1:28:19 PM GMT+5:440,25,Female,Less than once a month,others,Sometimes,Rarely,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Never,No,Never,Sometimes,3,Sometimes,3,3,Product recommendations,Shipping speed and reliability
412,2023/06/04 1:28:19 PM GMT+5:441,32,Male,Less than once a month,others,Sometimes,Rarely,categories,First page,1,No,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Customer service responsiveness
413,2023/06/04 1:28:19 PM GMT+5:442,24,Female,Few times a month,Home and Kitchen,Yes,Few times a week,Keyword,First page,1,Yes,Often,others,Sometimes,Yes,Heavily,Yes,2,Yes,2,2,Wide product selection,Product quality and accuracy
414,2023/06/04 1:28:19 PM GMT+5:443,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,5,No,1,3,Product recommendations,Reducing packaging waste
415,2023/06/04 1:28:19 PM GMT+5:444,44,Male,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
416,2023/06/04 1:28:19 PM GMT+5:445,23,Female,Once a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,2,No,2,1,Wide product selection,Customer service responsiveness
417,2023/06/04 1:28:19 PM GMT+5:446,23,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,categories,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,No,3,No,4,2,Product recommendations,Customer service responsiveness
418,2023/06/04 1:28:19 PM GMT+5:447,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,4,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,No,2,2,Product recommendations,Reducing packaging waste
419,2023/06/04 1:28:19 PM GMT+5:448,23,Female,Once a week,"Beauty and Personal Care,Clothing and Fashion",Yes,Multiple times a day,Filter,First page,3,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,3,Yes,1,4,Competitive prices,Reducing packaging waste
420,2023/06/04 1:28:19 PM GMT+5:449,36,Female,Once a month,Home and Kitchen,No,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,2,User-friendly website or app interface,Product quality and accuracy
421,2023/06/04 1:28:19 PM GMT+5:450,24,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Multiple times a day,Keyword,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,3,No,3,3,Competitive prices,Customer service responsiveness
422,2023/06/04 1:28:19 PM GMT+5:451,21,Female,Once a week,"Beauty and Personal Care,Clothing and Fashion,others",No,Few times a week,Filter,Multiple pages,4,Yes,Often,High shipping costs,Always,Yes,Heavily,Yes,3,Yes,3,3,Product recommendations,Reducing packaging waste
423,2023/06/04 1:28:19 PM GMT+5:452,21,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,2,Yes,2,2,Competitive prices,Customer service responsiveness
424,2023/06/04 1:28:19 PM GMT+5:453,45,Male,Once a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Often,Yes,Occasionally,Yes,2,No,3,2,Competitive prices,Product quality and accuracy
425,2023/06/04 1:28:19 PM GMT+5:454,21,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,No,2,Sometimes,2,2,Competitive prices,Customer service responsiveness
426,2023/06/04 1:28:19 PM GMT+5:455,23,Female,Once a week,Clothing and Fashion,Yes,Few times a week,categories,First page,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
427,2023/06/04 1:28:19 PM GMT+5:456,21,Female,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care,Home and Kitchen",Yes,Few times a month,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Yes,3,Sometimes,1,1,Product recommendations,Reducing packaging waste
428,2023/06/04 1:28:19 PM GMT+5:457,34,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,No,3,3,Product recommendations,Reducing packaging waste
429,2023/06/04 1:28:19 PM GMT+5:458,21,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,Sometimes,3,3,Product recommendations,Reducing packaging waste
430,2023/06/04 1:28:19 PM GMT+5:459,23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,No,4,3,Product recommendations,Customer service responsiveness
431,2023/06/04 1:28:19 PM GMT+5:460,21,Female,Once a week,"Groceries and Gourmet Food,Clothing and Fashion,others",Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
432,2023/06/04 1:28:19 PM GMT+5:461,32,Female,Once a month,others,Sometimes,Few times a month,others,First page,2,No,Rarely,others,Rarely,Yes,Moderately,No,3,No,3,3,Product recommendations,Customer service responsiveness
433,2023/06/04 1:28:19 PM GMT+5:462,35,Prefer not to say,Once a week,Groceries and Gourmet Food,No,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,4,Sometimes,3,2,Competitive prices,Customer service responsiveness
434,2023/06/04 1:28:19 PM GMT+5:463,37,Male,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Home and Kitchen",Yes,Few times a week,Filter,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,2,Sometimes,2,1,Product recommendations,Reducing packaging waste
435,2023/06/04 1:28:19 PM GMT+5:464,23,Female,Once a week,Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,1,Sometimes,4,2,Product recommendations,Reducing packaging waste
436,2023/06/04 1:28:19 PM GMT+5:465,33,Others,Few times a month,Clothing and Fashion,Sometimes,Few times a month,others,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
437,2023/06/04 1:28:19 PM GMT+5:466,35,Female,Few times a month,"Clothing and Fashion,Home and Kitchen",Sometimes,Few times a month,categories,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,3,2,Product recommendations,Reducing packaging waste
438,2023/06/04 1:28:19 PM GMT+5:467,44,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,4,4,Product recommendations,Reducing packaging waste
439,2023/06/04 1:28:19 PM GMT+5:468,34,Male,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,4,Maybe,Often,others,Often,No,Moderately,Sometimes,2,Sometimes,3,2,Competitive prices,Reducing packaging waste
440,2023/06/04 1:28:19 PM GMT+5:469,34,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,No,2,Sometimes,3,3,Competitive prices,Customer service responsiveness
441,2023/06/04 1:28:19 PM GMT+5:470,34,Female,Few times a month,others,No,Few times a month,categories,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,1,No,3,1,Competitive prices,Customer service responsiveness
442,2023/06/04 1:28:19 PM GMT+5:471,34,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
443,2023/06/04 1:28:19 PM GMT+5:472,3,Prefer not to say,Once a month,Home and Kitchen,No,Few times a week,categories,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
444,2023/06/04 1:28:19 PM GMT+5:473,23,Female,Multiple times a week,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Product quality and accuracy
445,2023/06/04 1:28:19 PM GMT+5:474,33,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,1,Wide product selection,Customer service responsiveness
446,2023/06/04 1:28:19 PM GMT+5:475,23,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,others,First page,3,Maybe,Rarely,others,Never,No,Rarely,Sometimes,3,No,3,3,Competitive prices,Reducing packaging waste
447,2023/06/04 1:28:19 PM GMT+5:476,34,Female,Few times a month,"Groceries and Gourmet Food,Home and Kitchen",Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,2,Competitive prices,Reducing packaging waste
448,2023/06/04 1:28:19 PM GMT+5:477,23,Female,Few times a month,"Beauty and Personal Care,Home and Kitchen",Sometimes,Few times a month,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
449,2023/06/04 1:28:19 PM GMT+5:478,34,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,3,Product recommendations,Customer service responsiveness
450,2023/06/04 1:28:19 PM GMT+5:479,23,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
451,2023/06/04 1:28:19 PM GMT+5:480,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,4,3,Product recommendations,Reducing packaging waste
452,2023/06/04 1:28:19 PM GMT+5:481,23,Female,Once a week,"Beauty and Personal Care,Home and Kitchen",Sometimes,Few times a week,categories,First page,1,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,4,1,Product recommendations,Reducing packaging waste
453,2023/06/04 1:28:19 PM GMT+5:482,23,Prefer not to say,Once a month,"Groceries and Gourmet Food,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
454,2023/06/04 1:28:19 PM GMT+5:483,45,Female,Few times a month,"Beauty and Personal Care,others",Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,3,No,2,3,Product recommendations,Customer service responsiveness
455,2023/06/04 1:28:19 PM GMT+5:484,23,Female,Less than once a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
456,2023/06/04 1:28:19 PM GMT+5:485,34,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,3,Sometimes,2,3,Product recommendations,Customer service responsiveness
457,2023/06/04 1:28:19 PM GMT+5:486,45,Female,Once a month,"Beauty and Personal Care,Home and Kitchen",Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
458,2023/06/04 1:28:19 PM GMT+5:487,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Product recommendations,Customer service responsiveness
459,2023/06/04 1:28:19 PM GMT+5:488,45,Female,Few times a month,"Groceries and Gourmet Food,Clothing and Fashion",Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,2,1,Competitive prices,Reducing packaging waste
460,2023/06/04 1:28:19 PM GMT+5:489,67,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,1,Yes,3,3,Product recommendations,Customer service responsiveness
461,2023/06/04 1:28:19 PM GMT+5:490,34,Others,Once a week,Beauty and Personal Care,Sometimes,Rarely,categories,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,Yes,3,2,Competitive prices,Customer service responsiveness
462,2023/06/04 1:28:19 PM GMT+5:491,21,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
463,2023/06/04 1:28:19 PM GMT+5:492,17,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
464,2023/06/04 1:28:19 PM GMT+5:493,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,2,Sometimes,3,3,Competitive prices,Product quality and accuracy
465,2023/06/04 1:28:19 PM GMT+5:494,46,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
466,2023/06/04 1:28:19 PM GMT+5:495,54,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
467,2023/06/04 1:28:19 PM GMT+5:496,56,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
468,2023/06/04 1:28:19 PM GMT+5:497,50,Prefer not to say,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Shipping speed and reliability
469,2023/06/04 1:28:19 PM GMT+5:498,56,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,4,Sometimes,3,3,Product recommendations,Reducing packaging waste
470,2023/06/04 1:28:19 PM GMT+5:499,22,Prefer not to say,Few times a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
471,2023/06/04 1:28:19 PM GMT+5:500,25,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
472,2023/06/04 1:28:19 PM GMT+5:501,23,Male,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
473,2023/06/04 1:28:19 PM GMT+5:502,23,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
474,2023/06/04 1:28:19 PM GMT+5:503,56,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
475,2023/06/04 1:28:19 PM GMT+5:504,56,Female,Multiple times a week,"Beauty and Personal Care,Home and Kitchen",Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
476,2023/06/04 1:28:19 PM GMT+5:505,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
477,2023/06/04 1:28:19 PM GMT+5:506,56,Female,Once a week,"Beauty and Personal Care,Clothing and Fashion,others",Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,Sometimes,3,3,Product recommendations,Reducing packaging waste
478,2023/06/04 1:28:19 PM GMT+5:507,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
479,2023/06/04 1:28:19 PM GMT+5:508,45,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
480,2023/06/04 1:28:19 PM GMT+5:509,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,4,3,Wide product selection,Customer service responsiveness
481,2023/06/04 1:28:19 PM GMT+5:510,23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
482,2023/06/04 1:28:19 PM GMT+5:511,34,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Sometimes,1,3,Product recommendations,Customer service responsiveness
483,2023/06/04 1:28:19 PM GMT+5:512,34,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,First page,2,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
